"hid01","hs01a27","hs01b10","hs01b12","hs01a01","hs01a08","h01aa001","h01aa002","h01aa007","h01aa008","w01fnum","w01cnum","w01cnum_1","w01cnum_2","w01byr01","w01gen01","w01mar01","w01rel01","w01byr02","w01gen02","w01mar02","w01rel02","w01byr03","w01gen03","w01mar03","w01rel03","w01byr04","w01gen04","w01mar04","w01rel04","w01byr05","w01gen05","w01mar05","w01rel05","w01byr06","w01gen06","w01mar06","w01rel06","w01byr07","w01gen07","w01mar07","w01rel07","w01byr08","w01gen08","w01mar08","w01rel08","w01byr09","w01gen09","w01mar09","w01rel09","w01edu01","w01grd01","w01job01","w01jpo01","w01edu02","w01grd02","w01job02","w01jpo02","w01edu03","w01grd03","w01job03","w01jpo03","w01edu04","w01grd04","w01job04","w01jpo04","w01edu05","w01grd05","w01job05","w01jpo05","w01edu06","w01grd06","w01job06","w01jpo06","w01edu07","w01grd07","w01job07","w01jpo07","w01edu08","w01grd08","w01job08","w01jpo08","w01edu09","w01grd09","w01job09","w01jpo09","h01ba001","h01ba002","h01ba003","h01ba007","h01ba008","h01ba010","h01ba011","h01ba012","h01ba013","h01ba044","h01ba045","h01ba046","h01ba047","h01ba118","h01ba119","h01ba120","h01ba121","h01ba122","h01ba123","h01ba124","h01bb001","h01bb003","h01bb004","h01bb005","h01bb006","h01bb007","h01bb008","h01bb009","h01bb010","h01bb011","h01bb012","h01bb013","h01bb014","h01bb015","h01bb016","h01bb017","h01bb018","h01bb019","h01bb020","h01bb021","h01bb022","h01bb023","h01bb024","h01bb025","h01bb026","h01bb027","h01bb028","h01bb029","h01bb030","h01bb038","h01bb039","h01bb053","h01bb201","h01bb203","h01bb205","h01inc","h01inc_a","h01inc_b","h01exp","h01exp_a","h01exp_b","h01ca001","h01ca002","h01exp_cb","h01cb001","h01cb002","h01cb003","h01cb004","h01cb005","h01cb006","h01cb007","h01cb008","h01cb009","h01cb010","h01cb011","h01cb012","h01cb013","h01cb014","h01cb015","h01cb016","h01exp_cc","h01cc001","h01cc002","h01cc003","h01cc004","h01cc005","h01exp_cd","h01cd001","h01cd002","h01cd003","h01cd004","h01exp_ce","h01ce001","h01ce004","h01ce005","h01ce006","h01ce007","h01ce008","h01ce009","h01ce010","h01ce011","h01ce012","h01ce013","h01ce014","h01ce015","h01ce016","h01ce017","h01ce018","h01ce019","h01exp_cf","h01exp_cg","h01cg001","h01cg002","h01cg003","h01cg004","h01cg005","h01cg006","h01cg007","h01cg008","h01cg009","h01cg010","h01exp_ch","h01ch001","h01exp_ci","h01ch002","h01ch003","h01ch004","h01ch005","h01ch006","h01ch007","h01ch008","h01ch009","h01ch010","h01ch011","h01exp_cj","h01cj001","h01cj002","h01cj003","h01cj004","h01cj005","h01cj006","h01exp_ck","h01ck007","h01ck008","h01exp_cl","h01exp_cm","h01exp_cn","h01cn001","h01cn002","h01exp_co","h01co002","h01co004","h01co005","h01co201","h01co006","h01co008","h01co120","h01co009","h01co011","h01co012","h01co202","h01co013","h01co015","h01co121","h01co016","h01co018","h01co019","h01co203","h01co020","h01co022","h01co122","h01co023","h01co025","h01co026","h01co204","h01co027","h01co029","h01co123","h01co108","h01co104","h01co105","h01co106","h01co107","h01exp_cp","h01cp101","h01cp001","h01cp002","h01cp003","h01cp004","h01cp005","h01cp006","h01cp007","h01exp_cq","h01cq011","h01cq001","h01cq002","h01cq003","h01cq004","h01cq005","h01cq006","h01cq007","h01cq008","h01cq009","h01cq010","h01exp_cr","h01cr001","h01cr003","h01cr004","h01cr005","h01cr006","h01cr007","h01cr008","h01cr009","h01cr010","h01cr011","h01cr012","h01cr013","h01cr014","h01cr015","h01cr016","h01cr017","h01exp_cs","h01exp_ct","h01ct001","h01ct002","h01exp_cu","h01cu001","h01cu002","h01da001","h01da002","h01da003","h01da004","h01dc001","h01dc003","h01dc004","h01dc011","h01dc013","h01dc014","h01dc021","h01dc023","h01dc024","h01dc031","h01dd001","h01dd003","h01dd010","h01dd011","h01dd013","h01dd020","h01dd021","h01dd023","h01dd030","h01dd031","h01de001","h01de002","h01de003","h01de004","h01ea001","h01ea002","h01ea003","h01ea004","h01eb001","h01eb003","h01eb004","h01eb006","h01eb008","h01eb009","h01eb011","h01eb013","h01eb014","h01eb016","h01eb018","h01eb019","h01eb021","h01ec001","h01ec003","h01ec004","h01ec006","h01ec008","h01ec009","h01ec011","h01ec013","h01ec014","h01ec016","h01ec018","h01ec019","h01ec021","h01fa001","h01fa002","h01fa003","h01fa004","h01fa005","h01fa006","h01fa007","h01fa008","h01fa011","h01fa012","h01fa013","h01fa014","h01fa015","h01fa016","h01fb030","h01fb031","h01fb009","h01fb010","h01fb011","h01fb012","h01fb013","h01fb014","h01fb015","h01fb016","h01fb017","h01fb018","h01fb025","h01fb026","h01fb019","h01fb020","h01fb001","h01fb002","h01fc100","h01fc001","h01fc002","h01fc003","h01fc004","h01fc005","h01fc006","h01fc007","h01fc011","h01fc012","h01fc014","h01fc015","h01fc016","h01fc017","h01ka002","h01ka004","h01ka005","h01ka009","h01ka010","h01ka014","h01ka015","h01ka019","h01ka020","h01ka024","h01ka025","h01ka029","h01ka030","h01ka034","h01ka035","h01ka040","h01ka041","h01ka044","h01ka045","hpid01","hpid02","hpid03","hpid04","hpid05","hpid06","hpid07","hpid08","hpid09","h01cwt","version1"
10011,1,11,1,2,60054,1,1,2,0,2,0,0,0,1927,1,1,1,1929,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,13,,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,,,201.3,49.5,,,,,,,3,2,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,1080,1080,0,415.600006103516,415.600006103516,0,2,60,18,1,18,1,8,1,2,1,8,2,,2,,2,,2,,240,1,20,2,,5,0,2,,2,,0,2,,,,,,,,,,,,,,,,,,117.599998474121,2,,1,4,1,4,1,1.8,2,,0,2,,,2,,2,,,2,,2,,0,2,,2,,2,,0,2,,,,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,40,1,40,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,0,2,,0,2,,2,,2,,2,,,,,,,,,,1,5,1001101,960,,,,,,,2,,2,,2,,,,1,1001101,2,5,1001102,2,5,,,,,,,2,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,1,2,1,,,,,,,,,,,,,,,,1001101,1001102,,,,,,,,1996.959973,1.72000002861023
10012,1,11,1,2,60054,1,1,3,3,3,0,0,0,1945,2,1,1,1979,1,4,3,1981,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,6,3,2,3,5,2,3,1,5,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,12000,,,92.4,85.8,,,,,,,5,2,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,5177,5177,0,3033.2998046875,2644.39990234375,388.899993896484,3,142,14,1,14,1,4,1,1.8,1,8,2,,2,,2,,2,,1020,1,50,1,35,3,12,1,1,2,,0,2,,,,,,,,,,,,,,,,,,346.799987792969,1,3.5,1,4.5,1,20,1,0.9,2,,15.6000003814697,2,,,1,3.6,2,,,2,,1,12,0,2,,2,,2,,0,2,,,,36,1,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1200,1,1200,1,150,2,,1,200,0,2,2,,2,,2,,2,,2,,6,1,1001201,3,6,,,,,,,,,,,,,,12,1,12,96,1,96,1,20,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,1,1001201,2,5,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,2,,2,,1,3000,2,,2,,1,12000,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,3,1,2,1,2,1,1,,,,,,,,,,,,,1001201,1001202,1001203,,,,,,,2549.793704,1.72000002861023
10013,1,11,1,2,60054,1,2,4,3,4,0,0,0,1930,1,1,1,1946,2,1,2,1971,1,4,3,1975,1,4,3,,,,,,,,,,,,,,,,,,,,,3,2,8,3,3,2,12,,6,2,2,1,6,2,2,1,,,,,,,,,,,,,,,,,,,,,1,1,-9,,,184,99,,,,,,,3,2,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,4675.60009765625,4675.60009765625,0,,,1251,4,200,29,1,29,1,7,1,4.5,1,17.5,2,,2,,2,,2,,1320,1,100,1,10,5,36,1,3,2,,90,1,1001304,7.5,8,0.25,,,,,,,,,,,,,,256.799987792969,1,2,1,1.5,1,15,1,2.9,2,,96,1,,36,1,60,2,,,2,,2,,0,2,,2,,2,,0,2,,,,60,1,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,70,1,70,1,20,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,276,1,276,165,1,165,1,50,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,1,1001302,2,5,1001301,3,1.3,,,,,,,2,,,,,,,,,,,,,1,2500,2,,2,,2,,2,,2,,2,,1,-9,2,,2,,2,,2,,2,,2,,2,,2,,1,5800,1,800,600,2,,,2,,1,5000,2,,4,1,2,1,,1,1,1,1,,,,,,,,,,,1001301,1001302,1001303,1001304,,,,,,1647.306698,1.72000002861023
10014,1,11,1,2,60054,1,2,4,2,4,2,0,2,1959,1,1,1,1959,2,1,2,1996,1,4,3,1997,1,4,3,,,,,,,,,,,,,,,,,,,,,4,4,7,1,6,2,4,1,2,1,14,,2,1,14,,,,,,,,,,,,,,,,,,,,,,3,2,,6000,,,,-9,66,,,,,5,2,,2,,,,1,2,207,1998,1998,1000,800,1,,,,,,,,,,,,,,,,,,,,,,1,25,1,8,,,3820,3820,0,2715,2250,465,3,100,14,1,14,1,6.5,1,1.5,1,6,2,,2,,2,,2,,924,1,65,1,12,3,0,2,,2,,72,1,1001401,6,35,0.2,,,,,,,,,,,,,,66,1,2.5,1,1,1,1,1,1,2,,120,1,,60,1,60,2,,,2,,2,,0,2,,2,,2,,360,1,360,,,48,1,48,480,1001403,2,1,240,0,240,,1001404,2,1,240,0,240,,,,,,,,,,,,,,,,2,,,,,70,1,70,2,,2,,2,,0,2,2,,2,,2,,2,,2,,60,1,1001402,5,60,,,,,,,,,,,,,,205,1,205,72,1,72,1,25,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,400,2,,2,,2,,2,,2,,1,60,2,,1,20000,1,18000,2,,2,,2,,2,,2,,1,6000,1,23500,2,,,2,,,2,,1,23500,2,,2,1,2,1,2,2,,2,,,,,,,,,,,,1001401,1001402,1001403,1001404,,,,,,2189.316235,1.72000002861023
10015,1,11,1,2,60054,1,3,4,2,4,0,0,0,1956,2,1,1,1960,1,1,2,1982,2,4,3,1988,2,4,3,,,,,,,,,,,,,,,,,,,,,4,2,4,3,4,2,11,1,5,2,14,,6,1,14,,,,,,,,,,,,,,,,,,,,,,1,3,,1000,35,40,40,,,,,,,5,2,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,3000,3000,0,3324.69995117188,2612.69995117188,712,3,100,10,1,10,1,3,1,2,1,4,2,,2,,2,,2,,600,1,50,2,,5,0,2,,2,,100.800003051758,1,1001502,8.4,6,0.25,,,,,,,,,,,,,,230.399993896484,1,1.7,1,1,1,15,1,1.5,2,,156,1,,96,1,60,2,,,2,,2,,5.5,1,5.5,2,,2,,0,2,,,,0,2,,1500,1001504,6,2,900,900,0,,,,,,,,,,,,,,,,,,,,,,,1,1,600,2,,10,1,10,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,0,2,,27,1,27,1,50,2,,1,1001501,5,600,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1000,1,200,2,,,2,,,1,200,2,,2,,2,1,2,1,2,2,,2,,,,,,,,,,,,1001501,1001502,1001503,1001504,,,,,,3107.045199,1.72000002861023
10016,1,11,1,2,60054,1,1,1,0,1,0,0,0,1935,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,106000,,,174.9,88.1,,,,,,,2,2,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2412,2412,0,1995.40002441406,1375.40002441406,620,3,50,7,1,7,1,1.2,1,0.5,1,5,2,,2,,2,,2,,480,1,30,1,10,6,0,2,,2,,0,2,,,,,,,,,,,,,,,,,,68.4000015258789,2,,1,2.5,1,1.5,1,1.7,2,,0,2,,,2,,2,,,2,,2,,0,2,,2,,2,,0,2,,,,720,1,720,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,0,2,,2,,2,,2,,100,2,2,,2,,2,,2,,1,100,290,1,1001601,5,240,1001601,3,50,,,,,,,,,,,0,2,,0,2,,1,30,2,,1,1001601,5,300,,,,,,,2,,,,,,,,,,2,,2,,2,,,,1,1001601,3,1,,,,,,,,,,2,,,,,,,,,,,,,1,-9,2,,2,,2,,2,,2,,2,,1,106000,2,,1,-9,2,,2,,2,,2,,2,,2,,1,-9,2,,,2,,,2,,1,-9,2,,1,1,2,,,,,,,,,,,,,,,,,1001601,,,,,,,,,4270.904454,1.72000002861023
10017,1,11,1,2,60054,1,1,1,1,1,0,0,0,1966,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,4000,40,,,92,36,,,,,3,2,,2,,,,1,1,113,1996,1997,1000,1300,1,,,,,,,,,,,,,,,,,,,,,,1,50,1,3,,,,,0,1523,1153,370,3,100,11,1,11,1,5,1,1,1,5,2,,2,,2,,2,,660,1,5,1,50,6,60,1,5,2,,0,2,,,,,,,,,,,,,,,,,,120,1,2.2,1,2,1,5,1,0.8,2,,156,1,,60,1,60,2,,,2,,1,36,0,2,,2,,2,,0,2,,,,60,1,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,50,1,50,2,,2,,1,50,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,70,1,70,120,1,120,1,20,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,4000,1,3000,2,,,2,,,1,3000,2,,2,,1,1,2,,,,,,,,,,,,,,,,,1001701,,,,,,,,,4445.475333,1.72000002861023
10018,1,11,1,2,60054,1,1,1,1,1,0,0,0,1969,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,500,45,,,,,165,29.7,,,4,2,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,1800,1800,0,1121.40002441406,908.400024414063,213,2,100,24,1,24,1,5,1,0.7,1,1.8,2,,2,,2,,2,,720,1,30,1,30,6,0,2,,2,,90,1,1001801,7.5,6,0.25,,,,,,,,,,,,,,54,1,2.2,2,,1,1.5,1,0.8,2,,20.3999996185303,1,,14.4,1,6,2,,,2,,2,,0,2,,2,,2,,0,2,,,,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,0,2,,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,168,1,168,0,2,,2,,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,500,2,,2,,,2,,,2,,2,,2,,1,1,2,,,,,,,,,,,,,,,,,1001801,,,,,,,,,5389.027153,1.72000002861023
10019,1,11,1,2,60054,1,1,2,0,2,0,0,0,1933,2,1,1,1970,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,13,,6,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,96000,,,158.4,92.4,,,,,,,2,2,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,852,852,0,,,0,1,50,28,1,28,1,5.5,1,2.5,1,20,2,,2,,2,,2,,240,1,20,2,,5,0,2,,2,,0,2,,,,,,,,,,,,,,,,,,66,1,1.7,1,0.5,1,2,1,1.3,2,,18,2,,,2,,2,,,2,,1,18,0,2,,2,,2,,0,2,,,,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1900,1,1900,2,,2,,1,150,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,0,2,,0,2,,2,,2,,2,,,,,,,,,,1,5,1001901,240,,,,,,,2,,2,,2,,,,1,1001901,3,1,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,1,96000,2,,2,,2,,2,,2,,2,,2,,2,,1,20000,1,10000,-9,2,,,2,,1,10000,2,,1,1,2,2,,,,,,,,,,,,,,,,1001901,1001902,,,,,,,,4270.904454,1.72000002861023
10020,1,11,1,2,60054,1,1,3,2,3,0,0,0,1957,2,1,1,1946,1,1,2,1978,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,4,3,2,13,,5,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,1000,60,165,72.6,,,,,,,4,2,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,7460,7460,0,,,401,3,100,28,1,28,1,5.5,1,2.5,1,20,2,,2,,2,,2,,600,1,50,2,,5,0,2,,2,,0,2,,,,,,,,,,,,,,,,,,141.600006103516,2,,2,,1,10,1,1.8,2,,0,2,,,2,,2,,,2,,2,,30,1,30,2,,2,,0,2,,,,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,96,1,96,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,0,2,,158,1,158,1,60,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,1,1002002,2,5,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1000,1,15000,2,,,2,,,1,5000,2,,1,10000,3,1,1,1,2,1,-9,,,,,,,,,,,,,1002001,1002002,1002003,,,,,,,6369.711044,1.72000002861023
10021,1,11,1,2,60054,1,1,3,2,3,0,0,0,1970,1,1,1,1942,1,1,5,1947,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,6,2,3,1,4,4,4,4,3,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,72000,,,,,141.9,114.9,,,,,3,2,,2,,,,1,3,322,2003,2003,4000,3000,1,,,,,,,,,,,,,,,,,,,,,,1,59,1,40,,,,,0,9014.599609375,5518.99951171875,3495.60009765625,5,300,25,1,25,1,10,1,1.3,1,10,2,,2,,2,,2,,2160,1,80,1,100,4,84,1,2,1,5,0,2,,,,,,,,,,,,,,,,,,324,1,4,1,1,1,20,1,2,2,,96,1,,24,1,36,2,,,1,24,1,12,170,1,40,1,130,2,,180,1,180,,,600,1,600,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,1,1200,200,1,200,2,,2,,1,20,0,2,2,,2,,2,,2,,2,,100,1,1002103,5,100,,,,,,,,,,,,,,69,1,69,69,1,69,1,100,2,,1,1002101,7,1500,1002101,5,1500,,,,2,,,,,,,,,,2,,2,,2,,,,1,1002102,3,2,,,,,,,,,,2,,,,,,,,,,,,,1,1000,2,,2,,1,5000,2,,2,,2,,1,72000,1,120000,1,20000,2,,2,,2,,2,,1,1000,2,,1,25000,2,,,2,,,1,15000,1,10000,2,,2,1,1,1,1,2,,,,,,,,,,,,,,1002101,1002102,1002103,,,,,,,2966.626327,1.72000002861023
10022,1,11,1,2,60054,1,1,3,0,3,0,0,0,1929,1,1,1,1912,2,1,6,1933,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,6,2,13,,1,,13,,4,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,65000,,,,,142.1,114.9,,,,,1,2,,2,,,,1,1,103,1999,1999,2700,3000,1,,,,,,,,,,,,,,,,,,,,,,1,80,1,12,,,2256,2256,0,2518.80004882813,2028.80004882813,490,3,138,8,1,8,1,0.8,1,0.3,1,6,2,,2,,2,,2,,1440,1,100,1,20,3,0,2,,2,,0,2,,,,,,,,,,,,,,,,,,122.400001525879,1,3,1,0.8,1,4.7,1,1.7,2,,14.3999996185303,2,,,2,,2,,,2,,1,14.4,0,2,,2,,2,,0,2,,,,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,300,1,300,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,80,1,80,0,2,,1,50,2,,1,1002201,5,360,,,,,,,1,5,1002201,600,,,,,,,2,,2,,2,,,,1,1002201,2,5,,,,,,,,,,1,1002201,5,8,,,,,,,,,,1,15000,1,200,2,,2,,2,,2,,2,,1,65000,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,1,1,2,2,,2,,,,,,,,,,,,,,1002201,1002202,1002203,,,,,,,2232.706086,1.72000002861023
10023,1,11,1,2,60054,1,2,3,0,3,0,0,0,1941,1,1,1,1947,2,1,2,1980,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,6,2,13,,6,4,12,,4,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,78000,,,,,141.9,114.9,,,,,3,2,,2,,,,1,5,502,2004,2004,2200,2000,1,,,,,,,,,,,,,,,,,,,,,,1,80,1,25,,,,1212,,,,460,2,250,20,1,20,1,8,1,2.5,1,9,2,,2,,2,,2,,1680,1,100,1,40,3,60,1,5,2,,30,1,1002301,2.5,24,0.25,,,,,,,,,,,,,,141.600006103516,1,3,1,6,1,2.8,2,,2,,18,2,,,2,,2,,,2,,1,18,0,2,,2,,2,,0,2,,,,60,1,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,150,1,150,1,50,2,,2,,,1,1,-9,2,,2,,2,,2,,30,1,1002301,7,15,1002302,7,15,,,,,,,,,,,80,1,80,150,1,150,1,200,1,-9,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,1,1002301,3,1,,,,,,,,,,2,,,,,,,,,,,,,1,3000,2,,2,,2,,2,,2,,2,,1,78000,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,1,1,2,2,,2,,,,,,,,,,,,,,1002301,1002302,1002303,,,,,,,2232.706086,1.72000002861023
10024,1,11,1,2,60054,1,1,2,0,2,0,0,0,1941,1,1,1,1947,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,13,,4,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,73000,,,,,141.9,114.9,,,,,2,2,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2414.39990234375,2414.39990234375,0,917.399963378906,917.399963378906,0,3,90,13,1,13,1,5.5,1,0.5,1,0.8,2,,2,,2,,2,,516,1,35,1,8,3,60,1,5,2,,0,2,,,,,,,,,,,,,,,,,,123.599998474121,1,2.8,1,1,1,4.5,1,2,2,,4.80000019073486,1,,4.8,2,,2,,,2,,2,,0,2,,2,,2,,0,2,,,,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,200,1,200,1,60,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,0,2,,0,2,,2,,2,,2,,,,,,,,,,1,5,1002401,2400,,,,,,,2,,2,,2,,,,1,1002401,3,1.2,,,,,,,,,,2,,,,,,,,,,,,,1,5000,2,,2,,2,,2,,2,,2,,1,73000,2,,1,1800,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,1,1,2,2,,,,,,,,,,,,,,,,1002401,1002402,,,,,,,,2232.706086,1.72000002861023
10025,1,11,1,2,60054,1,3,4,1,4,0,0,0,1953,1,1,1,1957,2,1,2,1981,2,4,3,1984,2,4,3,,,,,,,,,,,,,,,,,,,,,6,2,2,5,4,2,12,,6,1,14,,7,1,14,,,,,,,,,,,,,,,,,,,,,,2,1,73000,,,,,141.9,114.9,,,,,3,2,,2,,,,1,3,315,2002,2002,3500,2500,1,,,,,,,,,,,,,,,,,,,,,,1,60,1,,24,,9500,9500,0,,,465,5,400,15,1,15,1,5,1,3,1,3,1,4,2,,2,,2,,1440,1,100,1,20,4,60,1,5,2,,0,2,,,,,,,,,,,,,,,,,,276,2,,1,3,1,20,2,,2,,50.4000015258789,2,,,1,36,2,,,2,,1,14.4,40,1,40,2,,2,,0,2,,,,0,2,,1000,1002504,7,2,1000,1000,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,70,1,70,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,85,1,85,,1,-9,1,30,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,-9,2,,2,,2,,2,,2,,2,,1,73000,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,1,-9,2,,1,,2,,,,,,,,,,,,1002501,1002502,1002503,1002504,,,,,,2720.658818,1.72000002861023
10026,1,11,1,2,60054,1,2,4,2,4,2,0,2,1961,1,1,1,1963,2,1,2,1998,1,4,3,2000,1,4,3,,,,,,,,,,,,,,,,,,,,,6,2,2,5,6,2,2,4,2,1,14,,2,1,14,,,,,,,,,,,,,,,,,,,,,,3,2,,9000,,,,89.1,33,,,,,2,2,,2,,,,1,3,336,2006,2006,2600,2000,1,,,,,,,,,,,,,,,,,,,,,,1,36,1,,,30,8200,8200,0,1912,1370,542,5,300,16,1,16,1,4,1,1.5,1,10,2,,2,,2,,2,,420,1,30,1,5,5,0,2,,2,,30,1,1002601,2.5,24,0.25,,,,,,,,,,,,,,138,1,3,1,1.5,1,6,1,1,2,,210,1,,36,1,144,2,,,1,12,1,18,0,2,,2,,2,,0,2,,,,120,1,120,56,1002603,2,1,8,0,8,25,1002604,2,1,8,0,8,15,,,,,,,,,,,,,,,2,,,,,20,1,20,2,,2,,2,,0,2,2,,2,,2,,2,,2,,6,1,1002602,3,6,,,,,,,,,,,,,,216,1,216,200,1,200,1,20,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,1,55000,1,100000,2,,2,,2,,2,,2,,1,9000,1,28800,1,1800,100,2,,,1,6500,1,20500,2,,2,1,2,1,2,2,,2,,,,,,,,,,,,1002601,1002602,1002603,1002604,,,,,,5582.7564,1.72000002861023
